iter	Logloss
387	0.08473714406
388	0.08466972902
389	0.08463913226
390	0.08459432067
391	0.08452428075
392	0.08446027793
393	0.08443642429
394	0.08440904977
395	0.08437161078
396	0.08431116851
397	0.08427165557
398	0.08423993468
399	0.08421814046
400	0.08419281371
401	0.08414199256
402	0.08409497735
403	0.08405800617
404	0.08400381898
405	0.08394500193
406	0.08391335017
407	0.08387328862
408	0.08383234395
409	0.08379338014
410	0.0837660191
411	0.08372534398
412	0.08367957979
413	0.08366473198
414	0.08364443071
415	0.08362229675
416	0.08357632008
417	0.08354713495
418	0.0835064318
419	0.08347032756
420	0.0834284927
421	0.08335394911
422	0.08333817115
423	0.08326445237
424	0.08321125547
425	0.08314356975
426	0.08304637916
427	0.08303352136
428	0.08301258415
429	0.08298113773
430	0.08294739047
431	0.08292978737
432	0.08291617559
433	0.08290522233
434	0.08285588624
435	0.0828324586
436	0.08281527333
437	0.08278488053
438	0.08275143998
439	0.08270153606
440	0.08265400289
441	0.08261433623
442	0.08258168377
443	0.0825413793
444	0.08246914991
445	0.082426385
446	0.0824084922
447	0.08238839502
448	0.08237540488
449	0.08237133556
450	0.08230887843
451	0.08223785048
452	0.08222697908
453	0.08216661249
454	0.08212471526
455	0.08206801398
456	0.08204858337
457	0.08199914461
458	0.08197720642
459	0.08196589304
460	0.08194064193
461	0.08192017031
462	0.08190179946
463	0.08186499956
464	0.08184175152
465	0.08183725899
466	0.08182803287
467	0.08176805825
468	0.08173580381
469	0.08168332293
470	0.08166958802
471	0.08163183645
472	0.08160981111
473	0.08158685871
474	0.08157090184
475	0.08153902476
476	0.08149794561
477	0.08143992552
478	0.08140791931
479	0.08138168981
480	0.08134150462
481	0.0812729801
482	0.08121101284
483	0.08117362603
484	0.08111573057
485	0.08103973574
486	0.08095526574
487	0.08088723532
488	0.08085354201
489	0.08081350629
490	0.08078552761
491	0.08074289195
492	0.08069952622
493	0.08066910239
494	0.0806469949
495	0.08061028707
496	0.08059210598
497	0.08058174718
498	0.08055990245
499	0.08051478299
500	0.08048036817
501	0.08047097304
502	0.08045581709
503	0.08044722024
504	0.08038547965
505	0.08030735708
506	0.08026274152
507	0.08021950013
508	0.08018255519
509	0.08016758078
510	0.0801537392
511	0.08015374175
512	0.08011474568
513	0.08000018679
514	0.0799623019
515	0.07994531465
516	0.07991191507
517	0.07989591166
518	0.07989448949
519	0.07988109978
520	0.07986437167
521	0.07984090623
522	0.07980138405
523	0.07976800394
524	0.07975291492
525	0.0796735711
526	0.07965854715
527	0.0796295194
528	0.07960201847
529	0.07956501277
530	0.07952087156
531	0.07950916594
532	0.07949135266
533	0.07948287579
534	0.07947050002
535	0.07944310459
536	0.07940905752
537	0.07940112602
538	0.07939090449
539	0.07934516879
540	0.0793287151
541	0.07930827677
542	0.07929117617
543	0.07927091764
544	0.07925218821
545	0.07922344162
546	0.0791505587
547	0.07913092737
548	0.07911407314
549	0.079088114
550	0.07905286731
551	0.0790231384
552	0.07898368303
553	0.07896386883
554	0.07892664007
555	0.07889583285
556	0.07884547525
557	0.07879851679
558	0.07876402961
559	0.07873326947
560	0.07869045157
561	0.07864924741
562	0.07861552052
563	0.07857831964
564	0.07852094851
565	0.07850371457
566	0.07847737232
567	0.07845796925
568	0.07841491385
569	0.07840055448
570	0.07834325711
571	0.07831184375
572	0.07827083064
573	0.07823155994
574	0.07818663274
575	0.07814684665
576	0.07811204122
577	0.07808319671
578	0.07806655555
579	0.07786721197
580	0.07783957245
581	0.07783956789
582	0.07780266462
583	0.07777440802
584	0.07776309975
585	0.07771724327
586	0.07771710059
587	0.0776964872
588	0.07767039364
589	0.07764493758
590	0.07761229803
591	0.07758307359
592	0.07755593689
593	0.07755440363
594	0.07752681315
595	0.07748976928
596	0.07747522319
597	0.07745738744
598	0.07745733046
599	0.07742990767
600	0.07739401109
601	0.0773783327
602	0.07737831263
603	0.07736356434
604	0.07734653088
605	0.07726336659
606	0.07724687275
607	0.07721285104
608	0.07718483007
609	0.07712436841
610	0.07709673828
611	0.07706940347
612	0.07703275299
613	0.07699933889
614	0.07697017924
615	0.07694072621
616	0.07693042555
617	0.07691064108
618	0.07690975933
619	0.07690004705
620	0.0768673067
621	0.07684728802
622	0.07683384
623	0.07680948955
624	0.07678866697
625	0.07674288705
626	0.07671978953
627	0.07670598572
628	0.07669693801
629	0.07665767935
630	0.07663435355
631	0.07661531279
632	0.07660767049
633	0.07659492038
634	0.07659421419
635	0.07658068578
636	0.07657273308
637	0.07655000082
638	0.0765054837
639	0.07646461214
640	0.07643358453
641	0.07641367138
642	0.07640808523
643	0.07639661948
644	0.07639056944
645	0.07636351603
646	0.07632379187
647	0.07631798188
648	0.07628995579
649	0.07626710185
650	0.07625442909
651	0.07622077551
652	0.07618895656
653	0.07616377277
654	0.07614006799
655	0.07610172705
656	0.07608141025
657	0.07605793886
658	0.07604176699
659	0.07603289524
660	0.07601523063
661	0.07594251503
662	0.07590539882
663	0.0758552056
664	0.07582304627
665	0.07581533435
666	0.07577150212
667	0.07575566616
668	0.07573844845
669	0.07573843622
670	0.07573828686
671	0.0757302049
672	0.07564553282
673	0.07561777785
674	0.07560524356
675	0.07556110243
676	0.0755224649
677	0.07551282578
678	0.07548158794
679	0.07544775657
680	0.07544403597
681	0.07543528856
682	0.0754161363
683	0.07535739596
684	0.07533320204
685	0.07532684671
686	0.07530125137
687	0.07526347688
688	0.07523359332
689	0.07522818079
690	0.07520676903
691	0.07516935836
692	0.07507981036
693	0.07505425145
694	0.07501474947
695	0.074994626
696	0.07498543584
697	0.07497165966
698	0.07494883572
699	0.07491931338
700	0.07489875355
701	0.07487816377
702	0.07484166575
703	0.07483024434
704	0.07481448942
705	0.07478340169
706	0.07477196838
707	0.07475264015
708	0.07474287108
709	0.07472747495
710	0.07470135147
711	0.07466743816
712	0.07465174421
713	0.07463825876
714	0.07461094345
715	0.07459712437
716	0.07458970492
717	0.07458146843
718	0.07455773092
719	0.07455052218
720	0.07452103532
721	0.07446662386
722	0.07443872098
723	0.07441284883
724	0.07437906715
725	0.07436331764
726	0.07433474876
727	0.07424845258
728	0.07421037998
729	0.07418556913
730	0.07415666009
731	0.07413389916
732	0.07411417985
733	0.0740847067
734	0.07405240709
735	0.07402421891
736	0.07399456627
737	0.07397402891
738	0.07395272355
739	0.0739415376
740	0.07392693377
741	0.07391397585
742	0.07389206035
743	0.07387305951
744	0.07384214072
745	0.0738241922
746	0.07380226857
747	0.07376974016
748	0.0737310714
749	0.07368232676
750	0.07364878353
751	0.07361445748
752	0.07357931326
753	0.07356029275
754	0.07354254905
755	0.07352991228
756	0.07351282512
757	0.0734920791
758	0.07347405378
759	0.07345909907
760	0.07341864468
761	0.07339834627
762	0.07336742556
763	0.0733329099
764	0.07329366094
765	0.07326881225
766	0.07325873408
767	0.07321152705
768	0.07317732556
769	0.07312857644
770	0.07311401432
771	0.07308884471
772	0.07306142283
773	0.07304894151
774	0.07302591309
775	0.07301165708
776	0.07300188625
777	0.07298558474
778	0.07295700255
779	0.0729535452
780	0.07292958022
781	0.07291856808
782	0.07289223759
783	0.07287545947
784	0.07282687956
785	0.07280244729
786	0.07278737058
787	0.07272727021
788	0.07271922434
789	0.07268043194
790	0.07265591159
791	0.07262129853
792	0.07258426862
793	0.07256552348
794	0.07254607805
795	0.07252603623
796	0.07248482393
797	0.07246835402
798	0.0724086346
799	0.07238052313
800	0.07235371626
801	0.07230774136
802	0.07228104266
803	0.07226407974
804	0.07224674247
805	0.07221915061
806	0.0721842513
807	0.07216900816
808	0.07215482563
809	0.07214368616
810	0.07211899383
811	0.0720849884
812	0.07206409763
813	0.07202087994
814	0.07196945821
815	0.07192807036
816	0.07187796686
817	0.0718450996
818	0.0718084516
819	0.07178177598
820	0.07174874011
821	0.0717198636
822	0.0717010317
823	0.07164062312
824	0.07162601349
825	0.07160916725
826	0.07157672442
827	0.07155694021
828	0.0715316623
829	0.07151084296
830	0.0714938694
831	0.07147808332
832	0.07146857237
833	0.07146340515
834	0.07143211036
835	0.07140192329
836	0.07138222493
837	0.07136887108
838	0.0713200727
839	0.0712953012
840	0.07126564
841	0.07123855642
842	0.07123077551
843	0.0711990796
844	0.07119349551
845	0.07117223079
846	0.07114906246
847	0.07113596144
848	0.07111400895
849	0.07107916262
850	0.07105876524
851	0.07102282722
852	0.07098993896
853	0.07096133373
854	0.07093564728
855	0.07087909264
856	0.07086366065
857	0.07085024413
858	0.07081226762
859	0.07080685164
860	0.07078276838
861	0.07077502461
862	0.07075795029
863	0.07074056972
864	0.07070201691
865	0.07069098209
866	0.07066989747
867	0.07063360115
868	0.07062338215
869	0.07058472667
870	0.07057053165
871	0.07053646825
872	0.07053149132
873	0.07050705575
874	0.07047989898
875	0.07041702393
876	0.07037960576
877	0.0703626625
878	0.0703552756
879	0.07031759728
880	0.07029002174
881	0.07027254271
882	0.0702530604
883	0.07020515236
884	0.07017606215
885	0.07016554687
886	0.07014896815
887	0.0701344089
888	0.07011635584
889	0.07009921578
890	0.0700775966
891	0.07004809767
892	0.07002914779
893	0.06999634396
894	0.0699749893
895	0.06994026101
896	0.06992813544
897	0.0699171232
898	0.06991015975
899	0.06990266632
900	0.06989417533
901	0.06987880329
902	0.06987155119
903	0.06985563367
904	0.06983518031
905	0.06980119183
906	0.06978313825
907	0.06977555122
908	0.0697421308
909	0.06971260435
910	0.06968647892
911	0.06966629145
912	0.06964360531
913	0.06962995412
914	0.06961359794
915	0.069598636
916	0.06957188589
917	0.0695496016
918	0.06952911514
919	0.06951652495
920	0.06948784358
921	0.06946019369
922	0.06945705298
923	0.06943235294
924	0.06942640459
925	0.06940563874
926	0.06939099186
927	0.06938048688
928	0.06937180972
929	0.06936727073
930	0.06934016456
931	0.06932882276
932	0.06931675793
933	0.06929938297
934	0.0692723021
935	0.06925242947
936	0.06924119396
937	0.06923456203
938	0.06922492358
939	0.06920534952
940	0.06919293619
941	0.06917008503
942	0.06912212152
943	0.06909574749
944	0.0690677485
945	0.06905124806
946	0.06902159545
947	0.06898935201
948	0.06897379345
949	0.06895513002
950	0.06893891206
951	0.06891684447
952	0.06889783888
953	0.06887676791
954	0.06885962905
955	0.0688416345
956	0.06882444244
957	0.06881312844
958	0.06877631187
959	0.06876112989
960	0.06873284699
961	0.06871845247
962	0.06870045901
963	0.0686734078
964	0.06866249928
965	0.06862470833
966	0.06860180526
967	0.06858077602
968	0.06855869772
969	0.0685338839
970	0.06850839561
971	0.06849142947
972	0.06848075656
973	0.06827838588
974	0.06825293019
975	0.06822108712
976	0.06819199697
977	0.06816125453
978	0.06809515142
979	0.0680735351
980	0.06805445126
981	0.06802940118
982	0.0680083516
983	0.0679904724
984	0.06795031626
985	0.06793167703
986	0.06789715756
987	0.06787632987
988	0.06785950944
989	0.06783161393
990	0.0678031241
991	0.06777622366
992	0.06775018963
993	0.06773884915
994	0.06771778784
995	0.06769795688
996	0.06766348169
997	0.06765394173
998	0.06762985512
999	0.06761376275
